code,description,phenotype,terminology
F17,Nicotine dependence,smoking_current,icd10
160613002,Admitted tobacco consumption possibly untrue (finding),smoking_current,snomed
225324006,Smoking effects education (procedure),smoking_current,snomed
225323000,Smoking cessation education (procedure),smoking_current,snomed
266918002,Tobacco smoking consumption (observable entity),smoking_current,snomed
506491000000102,Brief intervention for smoking cessation (procedure),smoking_current,snomed
771155005,Brief intervention for smoking cessation (procedure),smoking_current,snomed
230065006,Chain smoker (finding),smoking_current,snomed
230057008,Cigar consumption (observable entity),smoking_current,snomed
59978006,Cigar smoker (finding),smoking_current,snomed
230056004,Cigarette consumption (observable entity),smoking_current,snomed
401201003,Cigarette pack-years (observable entity),smoking_current,snomed
65568007,Cigarette smoker (finding),smoking_current,snomed
755721000000107,Consent given for follow-up by smoking cessation team (finding),smoking_current,snomed
77176002,Smoker (finding),smoking_current,snomed
755741000000100,Declined consent for follow-up by smoking cessation team (finding),smoking_current,snomed
446172000,Failed attempt to stop smoking (finding),smoking_current,snomed
230063004,Heavy cigarette smoker (finding),smoking_current,snomed
160605003,Heavy cigarette smoker (20-39 cigs/day) (finding),smoking_current,snomed
56771006,Heavy smoker (over 20 per day) (finding),smoking_current,snomed
784481000000108,Issue of nicotine replacement therapy voucher (procedure),smoking_current,snomed
160612007,Keeps trying to stop smoking (finding),smoking_current,snomed
230060001,Light cigarette smoker (finding),smoking_current,snomed
160603005,Light cigarette smoker (1-9 cigs/day) (finding),smoking_current,snomed
413173009,Minutes from waking to first tobacco consumption (observable entity),smoking_current,snomed
230062009,Moderate cigarette smoker (finding),smoking_current,snomed
160604004,Moderate cigarette smoker (10-19 cigs/day) (finding),smoking_current,snomed
56578002,Moderate smoker (20 or less per day) (finding),smoking_current,snomed
313396002,Nicotine replacement therapy (situation),smoking_current,snomed
315022003,Nicotine replacement therapy declined (situation),smoking_current,snomed
200211000000104,Nicotine replacement therapy provided by community pharmacist (procedure),smoking_current,snomed
390905006,Nicotine replacement therapy provided free (procedure),smoking_current,snomed
280801000000101,Nicotine replacement therapy using nicotine gum (procedure),smoking_current,snomed
280811000000104,Nicotine replacement therapy using nicotine inhalator (procedure),smoking_current,snomed
790131000000109,Nicotine replacement therapy using nicotine lozenge (procedure),smoking_current,snomed
790121000000107,Nicotine replacement therapy using nicotine patch (procedure),smoking_current,snomed
394873005,Not interested in stopping smoking (finding),smoking_current,snomed
230059006,Occasional cigarette smoker (finding),smoking_current,snomed
266920004,Trivial cigarette smoker (less than one cigarette/day) (finding),smoking_current,snomed
428041000124106,Occasional tobacco smoker (finding),smoking_current,snomed
710081004,Smoking cessation therapy (regime/therapy),smoking_current,snomed
315055008,Over the counter nicotine replacement therapy (procedure),smoking_current,snomed
82302008,Pipe smoker (finding),smoking_current,snomed
230058003,Pipe tobacco consumption (observable entity),smoking_current,snomed
712971000000108,Practice based smoking cessation programme start date (observable entity),smoking_current,snomed
171055003,Pregnancy smoking education (procedure),smoking_current,snomed
699033005,Provision of smoking cessation leaflet (procedure),smoking_current,snomed
838131000000103,Provision of written information about smoking cessation (procedure),smoking_current,snomed
1109921000000106,Quality and Outcomes Framework quality indicator-related care invitation (procedure),smoking_current,snomed
1110971000000101,Quality and Outcomes Framework smoking quality indicator-related care invitation (procedure),smoking_current,snomed
143461000000103,Quality and Outcomes Framework smoking quality indicator-related care invitation using preferred method of communication (procedure),smoking_current,snomed
394872000,Ready to stop smoking (finding),smoking_current,snomed
401159003,Reason for restarting smoking (observable entity),smoking_current,snomed
770729006,Referral for brief intervention for smoking cessation (procedure),smoking_current,snomed
767641000000109,Referral for smoking cessation service offered (finding),smoking_current,snomed
505281000000106,Referral to National Health Service stop smoking service (procedure),smoking_current,snomed
395700008,Referral to smoking cessation advisor (procedure),smoking_current,snomed
871661000000106,Referral to smoking cessation service (procedure),smoking_current,snomed
871641000000105,Referral to smoking cessation service declined (situation),smoking_current,snomed
315232003,Referral to stop-smoking clinic (procedure),smoking_current,snomed
160619003,Rolls own cigarettes (finding),smoking_current,snomed
401068004,Seen by smoking cessation advisor (finding),smoking_current,snomed
1084381000000100,Signposting to smoking cessation service (procedure),smoking_current,snomed
225934006,Smokes in bed (finding),smoking_current,snomed
449868002,Smokes tobacco daily (finding),smoking_current,snomed
527151000000107,Smoking cessation advice declined (situation),smoking_current,snomed
200221000000105,Smoking cessation advice provided by community pharmacist (situation),smoking_current,snomed
384742004,Smoking cessation assistance (regime/therapy),smoking_current,snomed
713700008,Smoking cessation drug therapy (regime/therapy),smoking_current,snomed
822591000000108,Smoking cessation drug therapy declined (situation),smoking_current,snomed
521721000000109,Smoking cessation leaflet given (situation),smoking_current,snomed
1087441000000106,Smoking cessation programme declined (situation),smoking_current,snomed
310429001,Smoking monitoring invitation (procedure),smoking_current,snomed
134406006,Smoking reduced (finding),smoking_current,snomed
308438006,Smoking restarted (finding),smoking_current,snomed
266929003,Smoking started (finding),smoking_current,snomed
783401000000101,Stop smoking invitation first short message service text message (procedure),smoking_current,snomed
783441000000103,Stop smoking invitation second short message service text message (procedure),smoking_current,snomed
783381000000101,Stop smoking invitation short message service text message (procedure),smoking_current,snomed
783481000000106,Stop smoking invitation third short message service text message (procedure),smoking_current,snomed
185792005,Stop smoking monitoring first letter (procedure),smoking_current,snomed
185793000,Stop smoking monitoring second letter (procedure),smoking_current,snomed
185796008,Stop smoking monitoring telephone invite (procedure),smoking_current,snomed
185794006,Stop smoking monitoring third letter (procedure),smoking_current,snomed
185795007,Stop smoking monitoring verbal invite (procedure),smoking_current,snomed
783011000000105,Stop smoking service opportunity signposted (situation),smoking_current,snomed
394871007,Thinking about stopping smoking (finding),smoking_current,snomed
365982000,Finding of tobacco smoking consumption (finding),smoking_current,snomed
266927001,Tobacco smoking consumption unknown (finding),smoking_current,snomed
110483000,Tobacco user (finding),smoking_current,snomed
160616005,Trying to give up smoking (finding),smoking_current,snomed
966971000000103,Varenicline smoking cessation therapy declined (situation),smoking_current,snomed
966991000000104,Varenicline smoking cessation therapy offered (situation),smoking_current,snomed
1110791000000100,Very Brief Advice on Smoking (procedure),smoking_current,snomed
230064005,Very heavy cigarette smoker (finding),smoking_current,snomed
160606002,Very heavy cigarette smoker (40+ cigs/day) (finding),smoking_current,snomed
203191000000107,Wants to stop smoking (finding),smoking_current,snomed
836001000000109,Waterpipe tobacco consumption (observable entity),smoking_current,snomed
E10,Type 1 diabetes mellitus,diabetes,icd10
O240,Pre-existing type 1 diabetes mellitus,diabetes,icd10
E11,Type 2 diabetes mellitus,diabetes,icd10
O241,Pre-existing type 2 diabetes mellitus,diabetes,icd10
E12,Malnutrition-related diabetes mellitus,diabetes,icd10
E13,Other specified diabetes mellitus ,diabetes,icd10
E14,Unspecified diabetes mellitus,diabetes,icd10
G590,Diabetic mononeuropathy,diabetes,icd10
G632,Diabetic polyneuropathy,diabetes,icd10
H280,Diabetic cataract,diabetes,icd10
H360,Diabetic retinopathy,diabetes,icd10
M142,Diabetic arthropathy,diabetes,icd10
N083,Glomerular disorders in diabetes mellitus,diabetes,icd10
O242,Pre-existing malnutrition-related diabetes mellitus,diabetes,icd10
O243,"Pre-existing diabetes mellitus, unspecified",diabetes,icd10
290002008,Brittle type 1 diabetes mellitus (disorder),diabetes,snomed
421920002,Cataract of eye due to diabetes mellitus type 1 (disorder),diabetes,snomed
90721000119101,Chronic kidney disease stage 1 due to type 1 diabetes mellitus (disorder),diabetes,snomed
90731000119103,Chronic kidney disease stage 2 due to type 1 diabetes mellitus (disorder),diabetes,snomed
90741000119107,Chronic kidney disease stage 3 due to type 1 diabetes mellitus (disorder),diabetes,snomed
90761000119106,Chronic kidney disease stage 5 due to type 1 diabetes mellitus (disorder),diabetes,snomed
46635009,Diabetes mellitus type 1 (disorder),diabetes,snomed
31321000119102,Diabetes mellitus type 1 without retinopathy (disorder),diabetes,snomed
279291000000109,Diabetes type 1 review (regime/therapy),diabetes,snomed
420270002,Ketoacidosis due to type 1 diabetes mellitus (disorder),diabetes,snomed
739681000,Disorder of eye due to type 1 diabetes mellitus (disorder),diabetes,snomed
420868002,Disorder due to type 1 diabetes mellitus (disorder),diabetes,snomed
421468001,Disorder of nervous system due to type 1 diabetes mellitus (disorder),diabetes,snomed
1067201000000106,Eating disorder co-occurrent with diabetes mellitus type 1 (disorder),diabetes,snomed
420486006,Exudative maculopathy due to type 1 diabetes mellitus (disorder),diabetes,snomed
420825003,Gangrene due to type 1 diabetes mellitus (disorder),diabetes,snomed
713702000,Gastroparesis due to type 1 diabetes mellitus (disorder),diabetes,snomed
472970003,History of diabetes mellitus type 1 (situation),diabetes,snomed
87481000119109,Heel AND/OR midfoot ulcer due to type 1 diabetes mellitus (disorder),diabetes,snomed
367991000119101,Hyperglycemia due to type 1 diabetes mellitus (disorder),diabetes,snomed
137941000119106,Hyperlipidemia due to type 1 diabetes mellitus (disorder),diabetes,snomed
421437000,Hypoglycemic coma due to type 1 diabetes mellitus (disorder),diabetes,snomed
23045005,Insulin dependent diabetes mellitus type IA (disorder),diabetes,snomed
128531006,Islet cell transplant (procedure),diabetes,snomed
421075007,Ketoacidotic coma due to type 1 diabetes mellitus (disorder),diabetes,snomed
80660001,Mauriac's syndrome (disorder),diabetes,snomed
18521000119106,Microalbuminuria due to type 1 diabetes mellitus (disorder),diabetes,snomed
1571000119104,Mixed hyperlipidemia due to type 1 diabetes mellitus (disorder),diabetes,snomed
420918009,Mononeuropathy due to type 1 diabetes mellitus (disorder),diabetes,snomed
422228004,Multiple complications due to type 1 diabetes mellitus (disorder),diabetes,snomed
870528001,Newly diagnosed type 1 diabetes mellitus (disorder),diabetes,snomed
62438007,Transplantation of pancreas (procedure),diabetes,snomed
31211000119101,Peripheral angiopathy due to type 1 diabetes mellitus (disorder),diabetes,snomed
71791000119104,Peripheral neuropathy due to type 1 diabetes mellitus (disorder),diabetes,snomed
421305000,Persistent microalbuminuria due to type 1 diabetes mellitus (disorder),diabetes,snomed
420514000,Persistent proteinuria due to type 1 diabetes mellitus (disorder),diabetes,snomed
713705003,Polyneuropathy due to type 1 diabetes mellitus (disorder),diabetes,snomed
199223000,Diabetes mellitus during pregnancy childbirth and the puerperium (disorder),diabetes,snomed
243421000119104,Proteinuria due to type 1 diabetes mellitus (disorder),diabetes,snomed
754461000000105,Referral to type I diabetes structured education programme (procedure),diabetes,snomed
421893009,Renal disorder due to type 1 diabetes mellitus (disorder),diabetes,snomed
174694002,Renewal of transplanted pancreatic tissue (procedure),diabetes,snomed
420789003,Retinopathy due to type 1 diabetes mellitus (disorder),diabetes,snomed
82581000119105,Rubeosis iridis due to type 1 diabetes mellitus (disorder),diabetes,snomed
174691005,Transplantation of pancreas and duodenum (procedure),diabetes,snomed
174693008,Transplantation of tail of pancreas (procedure),diabetes,snomed
174692003,Whole organ pancreatic transplant (procedure),diabetes,snomed
444073006,Uncontrolled type 1 diabetes mellitus (disorder),diabetes,snomed
703137001,Type I diabetes mellitus in remission (disorder),diabetes,snomed
190372001,Type I diabetes mellitus maturity onset (disorder),diabetes,snomed
314893005,Arthropathy due to type 1 diabetes mellitus (disorder),diabetes,snomed
314771006,Type I diabetes mellitus with hypoglycemic coma (disorder),diabetes,snomed
71771000119100,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder),diabetes,snomed
401110002,Type 1 diabetes mellitus with persistent microalbuminuria (disorder),diabetes,snomed
190368000,Type I diabetes mellitus with ulcer (disorder),diabetes,snomed
